,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,iamAkinPhillip,"RT @blissart01: Hi everyone,
My name is blessing, I’m a pencil artist 
Here’s a pencil drawing of a great actor @willsmith I made under 170…",2022-04-09 21:58:58+00:00,,Twitter for Android,0,0,0,0
1,ynp96,@otrofulanodetal @willsmith Jada es una mierda de persona,2022-04-09 21:58:56+00:00,Colombia,Twitter for Android,1,0,0,0
2,Oj0ta,RT @Jenniferwygirl: As a stylist of 28 years.  I see zero alopecia on #JadaPinkettSmith #Pfizer happened to fund the event that night in ho…,2022-04-09 21:58:49+00:00,Puerto Rico,Twitter for iPhone,0,0,0,0
3,deleteme85,"@ThugAngel11 @NBA_SonGoku @willsmith Will get a new woman , Jada is not for you",2022-04-09 21:58:39+00:00,,Twitter for iPhone,0,0,0,0
4,was_dem,"RT @Shaughn_A2: Man…the more I hear about #JadaPinkettSmith, the more I literally DESPISE her! I’m not excusing what #WillSmith did to #Chr…",2022-04-09 21:58:28+00:00,Gotham,Twitter Web App,0,0,0,0
5,deleteme85,RT @ThugAngel11: @NBA_SonGoku This is the real @willsmith Positive Happy Outgoing and full of love....just saying #WakeUp #WILLSMITH #Fresh…,2022-04-09 21:58:20+00:00,,Twitter for iPhone,0,0,0,0
6,Lian_Well,"RT @GamerE_Oficial: Cuando estás jugando #ELDENRING y de repente te invade #WillSmith .
😱 https://t.co/RuvhYzH2VY",2022-04-09 21:58:16+00:00,Vaes Dothrak (Jaén) [Spain],Twitter Web App,0,0,0,0
7,BUNKtariq5,RT @nojumper: #KodakBlack says #JadaPinkettSmith deserves to be with him not #WillSmith https://t.co/jQfmPk4Fd0,2022-04-09 21:58:00+00:00,,Twitter for iPhone,0,0,0,0
8,DnevniAvaz,NAKON INCIDENTA / Sinoć je objavljeno da je glumcu zabranjeno prisustvovati događajima Akademije 10 godina nakon št… https://t.co/rUY93tFNEp,2022-04-09 21:58:00+00:00,Sarajevo,Twitter Web App,0,0,1,0
9,shannonjuliano,"RT @Vanguard_MMA: Imagine the outrage if it was Will Smith psychologically abusing and manipulating Jada. 

THIS DOMESTIC ABUSE HAPPENS TO…",2022-04-09 21:57:53+00:00,Down South  USA 🇺🇸,Twitter Web App,0,0,0,0
10,rdrhwke,RT @realArmandKlein: Neither #WillSmith nor his famous family had more to say following the academy's call &amp; his inevitable acceptance whic…,2022-04-09 21:57:52+00:00,,Twitter Web App,0,0,0,0
11,was_dem,RT @Shaughn_A2: #WillSmith just looks so defeated and spent…and #JadaPinkettSmith is perpetually right there by his side with her resting b…,2022-04-09 21:57:41+00:00,Gotham,Twitter Web App,0,0,0,0
12,dcm23546,"RT @GFAM2021: ➡️Will Smith is a prisoner in his own home.
➡️Will Smith is a prisoner in his own marriage. 

#JadaPinkettSmith has mentally…",2022-04-09 21:57:41+00:00,,Twitter Web App,0,0,0,0
13,brandhaloglobal,Will Smith Must Return His Oscar to Restore the Award’s Honor (Guest Column) #willsmith #oscars https://t.co/HxvyObYtBW via @variety,2022-04-09 21:57:32+00:00,,Twitter Web App,0,0,0,0
14,ManuelMoralesMX,#WillSmith el rey del Quedé 🤡🤡🤡🤡,2022-04-09 21:57:16+00:00,Mexico,Twitter for Android,0,0,0,0
