,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,Viktinho,"#flash #DC #dccomics #Oscars #Oscar2022 #Will #chrisrock #WillAndChris  
https://t.co/5oCu4vFlei",2022-04-07 20:58:27+00:00,Rio de Janeiro,Twitter for Android,0,0,0,1
1,hollermew,#WillSmith #ChrisRock #LakersNation #wearecultdao  #themany #freefromthefew #readthecultmanifesto… https://t.co/WAvUFj7so6,2022-04-07 20:58:05+00:00,,Twitter Web App,0,0,0,0
2,ashlylyn_92,"Also gonna add- Will 1000% should NOT have assaulted #ChrisRock but I also can’t 1000% fault him, being manipulated… https://t.co/xoIUafw1l1",2022-04-07 20:55:52+00:00,,Twitter for iPhone,1,0,0,0
3,Heather46055182,@50cent @chrisrock https://t.co/1VUYVCxC7F,2022-04-07 20:55:49+00:00,Charlotte ,Twitter Web App,0,0,0,0
4,AfterHardship,"RT @truthplane: Will Smith Hits Chris Rock - What REALLY Happened? Four world experts on behavior weigh in. https://t.co/4EtOenW69U 

#Chri…",2022-04-07 20:55:41+00:00,"Giza, Egypt",Twitter for Android,0,0,0,0
5,Heather46055182,@KevinHart4real @50cent @RickRoss @lilbaby4PF @NickCannon @SnoopDogg @POTUS @DaBabyDaBaby @chrisrock @iamwill… https://t.co/fyAVgM6MO0,2022-04-07 20:54:03+00:00,Charlotte ,Twitter Web App,0,0,0,0
6,dhanaveerakarna,RT @correspondentPk: Hollywood actor Will Smith is not the only slapping someone in public — Watch our special report on who got slapped in…,2022-04-07 20:53:28+00:00,,Twitter for Android,0,0,0,0
7,NowBald,@BIGDaddio29 @terratechnical @DelvinStickyfi1 @BATFLECKreturns @PopCulMinefield @ArshyMarshy @priceoreason… https://t.co/zfkFHZlMRv,2022-04-07 20:52:44+00:00,The Sticks and loving it,Twitter Web App,4,0,1,0
8,RodriiAlm,@Mbappene Que onda @chrisrock,2022-04-07 20:52:40+00:00,Aincrad,Twitter for Android,0,0,0,0
9,Yeticast,"NEW VIDEO, PLEASE SHARE!

SLAPGATE | Will Smith Slaps Chris Rock | Roast https://t.co/6CFNWbpvQz via @YouTube… https://t.co/m5MiYX1orE",2022-04-07 20:52:18+00:00,A Mountain Cave,Twitter Web App,13,0,0,9
10,ZamZiggity,@PupPolitics @chrisrock @DaveChappelle stay out of black people business btw i dont take anyone with a Ukraine Nazi flag seriously,2022-04-07 20:52:07+00:00,,Twitter Web App,0,0,1,0
11,ZamZiggity,@PupPolitics @chrisrock @DaveChappelle chris rock made a Gi jane joke not an alopecia joke,2022-04-07 20:51:41+00:00,,Twitter Web App,0,0,0,0
