,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,JacMartin66,no longer a fan of #willsmith you would think that at his age he'd have his shit together not a work in progress.… https://t.co/3dBcI5CD4v,2022-04-01 21:58:55+00:00,"Six Nations (Part) 40, Ontario",Twitter for iPhone,1,0,0,0
1,RightToFight4,"I’m going to say it on behalf of the ancestors one more time. @chrisrock is a KING. 

@willsmith and @jadapsmith ar… https://t.co/msyNM6Z8c6",2022-04-01 21:58:47+00:00,,Twitter Web App,2,0,0,2
2,Allen58B,"RT @PerryCrows: Just wondering if the people who blame the Ukraine war on NATO are also on team Will Smith?

Makes sense when you think abo…",2022-04-01 21:58:41+00:00,"Los Angeles, CA",Twitter for iPhone,0,0,0,0
3,schnitzy06,@trinitiesinfo @voldovega @Bill_Leacock @neoronnie42 @TelegraphFilm @jadapsmith @chrisrock @TheAcademy And if that… https://t.co/9BXRyV7PD4,2022-04-01 21:58:40+00:00,,Twitter for iPhone,1,0,1,0
4,JackSma18455591,Chris Rock is a true professional gentleman..!!! @Bethenny @chrisrock,2022-04-01 21:58:40+00:00,"Los Angeles, CA",Twitter for iPhone,1,1,0,0
5,BeetFarmer3,Yup #ChrisRock https://t.co/kesT3oucTB,2022-04-01 21:58:36+00:00,"Alexandria, VA",Pocket: Save. Read. Grow.,0,0,0,0
6,ChandlerJ411,"RT @mrstanlei: He’s in a deep state of humiliation fr.  You can read on his face. will is wrong for this. We love you Chris R ❤️
#humillati…",2022-04-01 21:58:14+00:00,,Twitter for iPhone,0,0,0,0
7,MarcoOnTheRadio,11 Mind-Boggling 2022 Moments That Felt Like Pranks But Were Somehow Real https://t.co/BME9CBtCyL #applebees… https://t.co/Gmn5q1UfqD,2022-04-01 21:58:12+00:00,"Boise, ID",dlvr.it,0,0,0,0
8,dp3894,"RT @dp3894: Looks like @TheAcademy has no choice but to ban #WillSmith for life now that the @FCC is involved;

https://t.co/H6IFy9t37G

#T…",2022-04-01 21:57:54+00:00,,Twitter for Android,0,0,0,0
9,schnitzy06,@trinitiesinfo @voldovega @Bill_Leacock @neoronnie42 @TelegraphFilm @jadapsmith @chrisrock @TheAcademy That’s your… https://t.co/MdCxug5wUA,2022-04-01 21:57:48+00:00,,Twitter for iPhone,0,0,2,0
10,Luis978612911,"RT @SWAGGAROO69: Should I mint this meme on @loopringorg for @GameStop #nft marketplace? 
Asking @willsmith and @chrisrock for  collab and…",2022-04-01 21:57:47+00:00,,Twitter Web App,0,0,0,0
11,JPlayIII,@Dobo982 @xMeshMNx @CNN @chrisrock For many Jokes along of the years against her. Correct that sentence.,2022-04-01 21:57:45+00:00,,Twitter for Android,0,0,1,0
12,MosesOmoghena,Respect for #ChrisRock has indeed tripled! He was truly the Adult in the room. Assaulted on stage by a colleague on… https://t.co/DrqxVkmHDz,2022-04-01 21:57:38+00:00,"Lagos,Nigeria",Twitter for Android,2,0,0,0
13,QorRoq1,"https://t.co/E1rFR8J780 

#drake #kanyewest
#CLASSLESS #souljaboy 
#chrisrock #SMOKESrock 
#WILLSmith #holdmybeer… https://t.co/q3waIz7KFW",2022-04-01 21:57:31+00:00,,Twitter Web App,1,0,0,2
