,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,RrobertoFelipe,"RT @JoseVteMartinez: “Algunas veces tendrás que olvidar lo que ya no está, apreciar lo que todavía tienes y mirar hacia adelante por lo que…",2022-03-27 23:58:42+00:00,"Santiago, Chile",Twitter for iPhone,0,0,0,0
1,CharG2400,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:58:40+00:00,"New York, NY",Twitter for iPhone,0,0,0,0
2,briang9378,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:58:19+00:00,N.Y.,Twitter for Android,0,0,0,0
3,Leauxness,RT @IMDb: The King (and his Queen!) have arrived on the #Oscars red carpet. #WillSmith is nominated tonight for Best Actor in a Leading Rol…,2022-03-27 23:57:57+00:00,Here & Now,Twitter for iPhone,0,0,0,0
4,Historyfan30,@stephenasmith @willpackerprods @willsmith Facts on Will Smith!,2022-03-27 23:57:33+00:00,"Dickinson, Texas",Twitter for iPhone,0,0,0,0
5,hector_lazcano_,@stephenasmith @willpackerprods @willsmith So call sports exert? When USA 🇺🇸 is destroying Panama in futbol and Six… https://t.co/oH228neqTy,2022-03-27 23:57:26+00:00,,Twitter for iPhone,0,0,0,0
6,JacuzziChase,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:57:25+00:00,Uptown Charlotte ,Twitter for iPhone,0,0,0,0
7,msfux2,@stephenasmith @willpackerprods @willsmith No one gives AF.,2022-03-27 23:57:25+00:00,,Twitter for iPhone,0,0,0,0
8,bobboroniNcheez,"@stephenasmith @willpackerprods @willsmith If he doesn’t, will it be because of racism?",2022-03-27 23:57:23+00:00,,Twitter for iPhone,0,0,0,0
9,hawthaute,@willsmith @menswearhouse you’re gonna like the way you look @theoscars 🤌🏽,2022-03-27 23:57:22+00:00,"ÜT: 39.953184,-75.171909",Twitter for iPhone,0,0,0,0
10,Darraghman1,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:57:21+00:00,,comp-bot-daza,0,0,0,0
11,Bornfly88,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:57:19+00:00,Slidin In Da Hoe ,Twitter for iPhone,0,0,0,0
12,conklinkaren32,"Oh God, 😂 don't you hate when you're stuck choosing between two men #Oscars #Oscars2022  #BestActor… https://t.co/IwQrpY63VA",2022-03-27 23:56:45+00:00,Monroe n.y.,Twitter for Android,0,0,0,0
13,celebsecrets,#WillSmith and @jadapsmith make their jaw dropping appearance at the #Oscars2022! The couple looks absolutely breat… https://t.co/hYPPdAkmlm,2022-03-27 23:56:31+00:00,New York | Los Angeles,Twitter for iPhone,3,0,0,1
14,EstherMQuick1,@stephenasmith @willpackerprods @willsmith Amen!,2022-03-27 23:56:31+00:00,,Twitter for Android,0,0,0,0
15,RaiderRay_52,"@stephenasmith @willpackerprods @willsmith Don't hold your breath @stephenasmith it is the Oscar's not the BET awards, you get the point..",2022-03-27 23:56:29+00:00,,Twitter for Android,0,0,0,0
16,suarez_estefani,RT @TNTLA: ¡Sin duda una de nuestras parejas favoritas #WillSmith y #JadaPinkettSmith! #Oscars https://t.co/muFkhYcjon,2022-03-27 23:56:29+00:00,"El Tigre, Venezuela",Twitter Web App,0,0,0,0
17,werasosa,RT @TNTLA: ¡Sin duda una de nuestras parejas favoritas #WillSmith y #JadaPinkettSmith! #Oscars https://t.co/muFkhYcjon,2022-03-27 23:56:12+00:00,Monterrey Mexico,Twitter for iPhone,0,0,0,0
18,LukeCMe,"@stephenasmith @willpackerprods @willsmith Only one person has won everything leading up to the Oscar's and lost, R… https://t.co/0FJP6389y3",2022-03-27 23:56:10+00:00,,Twitter Web App,0,0,0,0
19,KelliAnn_Style3,RT @TVGuide: Absolutely no one is having more fun on the #Oscars red carpet than @willsmith https://t.co/sTU63MdbVW,2022-03-27 23:56:06+00:00,,Twitter for Android,0,0,0,0
20,RickLasnier,@stephenasmith @willpackerprods @willsmith I thought you would be watching Kyrie play his 1st home game at Barkley's against the hornets.,2022-03-27 23:56:01+00:00,,Twitter Web App,0,0,1,0
21,whoispetercraig,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:55:53+00:00,,Twitter for iPhone,0,0,0,0
22,jpkmets,@stephenasmith @willpackerprods @willsmith He shoulda won for Ali.,2022-03-27 23:55:41+00:00,New York City,Twitter for iPad,0,0,0,0
23,DamnPOPS,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:55:38+00:00,"Brooklyn, NY",Twitter for Android,0,0,0,0
24,Janaleonpaes,Agora só esperar #Oscar  que ele fale isso @willsmith https://t.co/jyXyy1taWm,2022-03-27 23:55:37+00:00,,Twitter for Android,0,0,0,0
25,Sheilly_Jani,"RT @JoseVteMartinez: “Algunas veces tendrás que olvidar lo que ya no está, apreciar lo que todavía tienes y mirar hacia adelante por lo que…",2022-03-27 23:55:22+00:00,   Lima-Perú,Twitter for Android,0,0,0,0
26,luciferlawmir,#WillSmith https://t.co/hT8tdwezMQ,2022-03-27 23:55:14+00:00,"Buca, İzmir",Twitter for Android,0,0,0,0
27,rajj_gowtham,RT @IMDb: The King (and his Queen!) have arrived on the #Oscars red carpet. #WillSmith is nominated tonight for Best Actor in a Leading Rol…,2022-03-27 23:55:13+00:00,,Twitter for Android,0,0,0,0
28,bruggs_j,@taycooperband @jadapsmith @willsmith @EddieBarstool Eddie is this how the ivy at Wrigley starts?  Looks like it.,2022-03-27 23:55:12+00:00,,Twitter for iPhone,0,0,0,0
29,DavidWi36364411,"@stephenasmith @willpackerprods @willsmith Steve he doesnt have to, If he does great but if he doesn’t, hos performance is still great",2022-03-27 23:55:09+00:00,"Virginia Beach, VA",Twitter for iPhone,0,0,0,0
30,iLashMami,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:55:03+00:00,"Bay Area, CA ",Twitter for iPhone,0,0,0,0
31,Informando24h,"El actor #WillSmith, uno de los grandes favoritos de la noche, llega con su esposa, #JadaPinkettSmith a la alfombra… https://t.co/dngwgNEgqK",2022-03-27 23:54:57+00:00,"Santo Domingo Norte, Dominican",Twitter for Android,0,0,0,0
32,Zazyan,#Oscars #WillSmith https://t.co/FsZj3IYytg,2022-03-27 23:54:52+00:00,,Twitter for Android,0,0,0,0
33,House_Dietz,@FlexyLexy40 @stephenasmith @willpackerprods @willsmith My exact thoughts. Wanna bet he's gonna scream some bs tmrw about it?,2022-03-27 23:54:52+00:00,"Pennsylvania, USA",Twitter for Android,1,0,0,0
34,gord18706724,@stephenasmith @willpackerprods @willsmith Outside of JJ what other white dude gas been a regular on your show? I l… https://t.co/UTmrM3rwrq,2022-03-27 23:54:50+00:00,,Twitter for iPhone,0,0,0,0
35,_arikitaunn,RT @GMarvelita: #WillSmith ha llegado a los #Oscars https://t.co/wzTXew2LD7,2022-03-27 23:54:49+00:00,,Twitter for Android,0,0,0,0
36,surleSofa,"Ça fait quelques années que je n’ai pas regardé les #Oscars Mais cette année, je viendrais y jeter un coup d’œil en… https://t.co/51g0IO45MA",2022-03-27 23:54:46+00:00,📍Tétreaultville ,Twitter for iPhone,16,0,5,0
37,Inthecutt20,@stephenasmith @willpackerprods @willsmith You just @ people without even looking huh Stephen A 😭,2022-03-27 23:54:43+00:00,,Twitter for iPhone,1,0,0,0
38,FaNMoV,"ويل سميث وجادا بينكيت سميث #Oscars  

#WillSmith  #JadaPinkettSmith https://t.co/yQbpQc3HIM",2022-03-27 23:54:34+00:00,,Twitter for iPhone,0,0,1,0
39,Ranker,@Variety An absolute legend! Two of the Greatest Black Actors in Film History (according to Ranker voters) are nomi… https://t.co/IZq2GKwaYo,2022-03-27 23:54:29+00:00,"Los Angeles, CA",Twitter Web App,2,0,0,0
40,EMcg44,@stephenasmith @willpackerprods @willsmith You’re as WOKE as the Oscar idiots.,2022-03-27 23:54:26+00:00,,Twitter for iPad,0,0,0,0
41,Luc420a,"RT @WeCinema: Sul red carpet Mr. #WillSmith, già vincitore del #EEBAFTAs come Miglior attore protagonista per il suo ruolo in #KingRichard.…",2022-03-27 23:54:23+00:00,,Twitter for iPhone,0,0,0,0
42,AnointedPrince,Hollywood Royals #Oscars #Oscars2022 #WillSmith #jadapinkettsmith https://t.co/gLqqDp530e,2022-03-27 23:54:21+00:00,,Twitter for iPhone,0,0,0,0
43,HamidAdil20,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:54:16+00:00,👀,Twitter for iPhone,0,0,0,0
44,DevNa79,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:54:11+00:00,,Twitter for iPhone,0,0,0,0
45,GMarvelita,#WillSmith ha llegado a los #Oscars https://t.co/wzTXew2LD7,2022-03-27 23:54:03+00:00,Lima perú,Twitter for iPhone,9,0,0,1
46,Jacquelineb1966,"RT @JoseVteMartinez: “Algunas veces tendrás que olvidar lo que ya no está, apreciar lo que todavía tienes y mirar hacia adelante por lo que…",2022-03-27 23:54:00+00:00,,Twitter Web App,0,0,0,0
47,GoodHealthIdea1,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:53:58+00:00,U.S.A,Twitter Web App,0,0,0,0
48,Cjcrosscourt,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:53:55+00:00,"Oakland, CA",Twitter for iPhone,0,0,0,0
49,PhilipMcDermo,@stephenasmith @willpackerprods @willsmith You should be watching to US men's national team.,2022-03-27 23:53:48+00:00,"Massachusetts, USA",Twitter for Android,0,0,0,0
50,jose_ramos94,"RT @JoseVteMartinez: “Algunas veces tendrás que olvidar lo que ya no está, apreciar lo que todavía tienes y mirar hacia adelante por lo que…",2022-03-27 23:53:47+00:00,"Central, Paraguay",Twitter for iPhone,0,0,0,0
51,ArizagaSu,@TNTLA @Gerudito @MCHeisel @AnaisCastrop @LA_SERRADILLA @AxelKuschevatzk @letysahagun Ecuador presente. Gracias… https://t.co/fCsW6CTTZp,2022-03-27 23:53:42+00:00,"Ambato, Ecuador",Twitter for Android,0,0,0,0
52,maedojake,@Diessil @HugoGloss @willsmith @jadapsmith Meu Deus 🙀 tô passadah,2022-03-27 23:53:42+00:00,,Twitter for Android,0,0,0,0
53,Honorable_Footz,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:53:41+00:00,"East Flatbush, Brooklyn ",Twitter for iPhone,0,0,0,0
54,TransDivaChandi,Good Luck @willsmith I’m claiming that best actor Oscar  for you . your good luck charm @jadapinkettsmith is lookin… https://t.co/cxax1kTdM9,2022-03-27 23:53:30+00:00,"Los Angeles,Ca",Instagram,0,0,0,0
55,veliyigit,"Zamanı geldi sanki… #WillSmith 
#Oscars https://t.co/ur8wDdxYIY",2022-03-27 23:53:28+00:00,,Twitter for iPhone,54,0,8,0
56,PhilipMcDermo,@stephenasmith @willpackerprods @willsmith I'm sure he will.,2022-03-27 23:53:23+00:00,"Massachusetts, USA",Twitter for Android,0,0,0,0
57,johnny_3wb,"RT @stephenasmith: I’m about to sit down at watch the OSCAR’S. From start to finish for the first time because my guy, @willpackerprods is…",2022-03-27 23:53:20+00:00,,Twitter for iPhone,0,0,0,0
58,LandonBurris,"Cumby or The Fresh Prince for Best Actor tonight? 

@nickymelz leans #BenedictCumberbatch, claiming #WillSmith's pe… https://t.co/SHtLhObs2F",2022-03-27 23:53:14+00:00,The Lou,Twitter Web App,3,0,2,0
59,xMAD_LukEx,"Ein sehr sympathisches Interview mit #WillSmith einfach wundervoll. 😁🙂 Ich hoffe sehr, dass er den Oscar bekommt 😁🤩… https://t.co/sBPrzdYrfi",2022-03-27 23:53:14+00:00,,Twitter for iPhone,2,0,0,0
