,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,DudelovinNBA,@willsmith @jadapsmith u guys need a divorce its toxic at this point,2022-04-09 07:58:58+00:00,,Twitter for iPhone,0,0,0,0
1,kxvincrn,RT @Mediavenir: 🎬 FLASH - Will Smith est interdit de toute cérémonie des Oscars pour 10 ans après sa gifle contre Chris Rock. (AFP) #WillSm…,2022-04-09 07:58:54+00:00,Disneyland,Twitter for iPhone,0,0,0,0
2,Dieuson1,Will Smith interdit de toute cérémonie des Oscars pour dix ans (Académie) https://t.co/hEJP6rEq7r via @RFI #WillSmith #Oscars,2022-04-09 07:58:45+00:00,"Ouagadougou, Burkina Faso",Twitter for iPhone,0,0,0,0
3,waywardgiiirl,"RT @Kat82131855: In tutto questo Chris Rock non si è ancora degnato di fare delle scuse NO COMMENT 
Le parole hanno un peso ricordiamocelo…",2022-04-09 07:58:44+00:00,,Twitter for Android,0,0,0,0
4,Imeraldgurl,RT @Jenniferwygirl: As a stylist of 28 years.  I see zero alopecia on #JadaPinkettSmith #Pfizer happened to fund the event that night in ho…,2022-04-09 07:58:40+00:00,"Los Angeles, Ca",Twitter for iPhone,0,0,0,0
5,Chase_2100,"RT @alideloach1: Will Smith when he heard Chris Rock's joke about Jada

#WillSmith #ChrisRock #JadaPinkettSmith https://t.co/htvQGGcGRs",2022-04-09 07:58:31+00:00,,Twitter Web App,0,0,0,0
6,Oboudsalife,"@fousa123th @YouTube Such a horrible selfish selfless cunt.
@willsmith you deserve so much better.",2022-04-09 07:58:26+00:00, 🌎 ,Twitter Web App,0,0,0,0
7,GrimJamzy,@elonmusk @willsmith #doge #ElonMusk #intelligence https://t.co/XcBSpmETHc,2022-04-09 07:58:18+00:00,,Twitter for iPhone,0,0,0,0
8,bubblebuster26,"RT @bubblebuster26: @KingJosiah54 Ironically, #WillSmith did more for the Oscars ratings than anyone have for the last ten years...  
🤣🤣",2022-04-09 07:58:14+00:00,,Twitter for Android,0,0,0,0
9,Kyledw92,"#WillSmith you can have everything you want and need in life, if only you recognise the things  and people that you… https://t.co/gYjLVSreMt",2022-04-09 07:58:09+00:00,,Twitter for iPhone,0,0,0,0
10,Kilat_com,Will Smith Kena Sanksi Larangan Hadiri Oscar Selama 10 Tahun  #news #entertainment  #kilat #kilatmedia… https://t.co/lpwOfOaTDM,2022-04-09 07:58:09+00:00,Jakarta,Twitter for iPhone,0,0,0,0
11,PAkihabara,RT @PAkihabara: La Academia ha prohibido a #WillSmith a asistir a los #Oscars en los próximos 10 años tras el incidente con #ChrisRock http…,2022-04-09 07:58:08+00:00,,Twitter for iPhone,0,0,0,0
12,lajorkm,@Reuters Even from the after parties? #WillSmith #willsmithbanned https://t.co/Y9nMU75TOa,2022-04-09 07:58:05+00:00,"Brooklyn, NY",Twitter for iPhone,1,0,0,1
13,AkhoElMejor94,"Being a black man is hard af. You get banned for slapping someone, yet yt people who killed and raped don't even ge… https://t.co/Fwui1yLez2",2022-04-09 07:57:58+00:00,In my zone,Twitter for Android,0,0,0,0
14,JasonUlloa61920,"Of course keep protecting the bully, and punish who defended of that bully #FuckTheOscars #CrisRock #WillSmith… https://t.co/yUmfnjP1u6",2022-04-09 07:57:58+00:00,"Villa Colon, Costa Rica",Twitter for Android,1,0,0,0
15,tashiya_90,"@willsmith Stop. Simping. 
#jadagotago #WillSmith",2022-04-09 07:57:49+00:00,,Twitter for Android,0,0,0,0
16,waywardgiiirl,"RT @mitchLAURENZANA: #WillSmith bandito da tutti gli eventi Academy per i prossimi dieci anni.
Chissá se lo faranno anche con i coinvolti i…",2022-04-09 07:57:46+00:00,,Twitter for Android,0,0,0,0
17,realexof,"RT @alideloach1: Will Smith when he heard Chris Rock's joke about Jada

#WillSmith #ChrisRock #JadaPinkettSmith https://t.co/htvQGGcGRs",2022-04-09 07:57:45+00:00,Torino,Twitter for Mac,0,0,0,0
18,gheburaseye,"#unpopularopinion

#WillSmith bandito dagli #Oscar per 10 anni.

Nella questione tra lui e #ChrisRock molti non han… https://t.co/eSFxgrlbi1",2022-04-09 07:57:43+00:00,,Twitter Web App,1,0,1,0
19,BrableLouis,RT @Mediavenir: 🎬 FLASH - Will Smith est interdit de toute cérémonie des Oscars pour 10 ans après sa gifle contre Chris Rock. (AFP) #WillSm…,2022-04-09 07:57:39+00:00,"Vosges, Lorraine",Twitter for iPhone,0,0,0,0
20,Tweaker75499462,"RT @DeepikaBhardwaj: Why isn't his wife protecting him now? 

#WillSmith https://t.co/LkjvU7lGTg",2022-04-09 07:57:38+00:00,,Twitter for Android,0,0,0,0
21,Insideouters1,All children can read for free at https://t.co/kCM0JjKFvF. #StephenKinnock #Kramatorsk  #UkraineRussianWar #Russia… https://t.co/ZL0xBKry74,2022-04-09 07:57:29+00:00,,Twitter Web App,0,0,0,0
22,miraladefrente,RT @Reforma: Las consecuencias de abofetear a Chris Rock siguen cayendo sobre #WillSmith; piden que BTS haga servicio militar; Alfredo Adam…,2022-04-09 07:57:23+00:00,cambiante,Twitter for Android,0,0,0,0
23,tmathew22,"@philbee1108 @BBCWorld Doing his job? 😀Often, if not always, such comments are observed to be those of a mastermind… https://t.co/ixJHGlzdeL",2022-04-09 07:57:17+00:00,Chennai,Twitter Web App,0,0,1,0
24,Steven34Mtp,RT @Mediavenir: 🎬 FLASH - Will Smith est interdit de toute cérémonie des Oscars pour 10 ans après sa gifle contre Chris Rock. (AFP) #WillSm…,2022-04-09 07:57:15+00:00,"Montpellier, France",Twitter for iPhone,0,0,0,0
25,NewsbytesHindi,"ऑस्कर 2022 में एक्टर #WillSmith ने #KingRichard के लिए बेस्ट एक्टर का पुरस्कार जीता। विवाद तब बढ़ गया, जब उन्होंने… https://t.co/0onZWDIPh8",2022-04-09 07:57:03+00:00,,TweetDeck,0,0,0,0
26,Mzansi_Affairs,"Will Smith has been banned from attending #TheOscars for 10 years
#WillSmith
#ThembaOnShowmax",2022-04-09 07:57:00+00:00,"Pretoria, South Africa",Twitter for Android,1,0,0,1
27,KrisalviJosanta,"@KompasTV Mustinya balikin aja pialanya @willsmith, pengakuan atas karya2mu kagak butuh piala! Dunia tahu siapa and… https://t.co/iawyIyNQYF",2022-04-09 07:56:53+00:00,Indonesia,Twitter for Android,0,0,0,0
28,turkulus_com,"Will Smith,10 yıl boyunca Oscar’a katılmaktan men edildi 

#WillSmith #willsmithoscars #ChrisRock  #Oscar #Oscars 
 https://t.co/LJsdQAxGXb",2022-04-09 07:56:51+00:00,Kayseri - Türkiye,Twitter Web App,0,0,0,0
29,kinglouistm,"RT @2640_gian: Per quanto il gesto sia sbagliatissimo e assolutamente da condannare, 10 anni di ban non li avrebbe presi neanche in carcere…",2022-04-09 07:56:44+00:00,She/her/they/them ,Twitter for Android,0,0,0,0
30,pearlkatana,RT @Mediavenir: 🎬 FLASH - Will Smith est interdit de toute cérémonie des Oscars pour 10 ans après sa gifle contre Chris Rock. (AFP) #WillSm…,2022-04-09 07:56:44+00:00,,Twitter for iPhone,0,0,0,0
31,deepesh__sharma,#WillSmith banned from #Oscars https://t.co/pt0DOU7Gq6,2022-04-09 07:56:42+00:00,"Haryana, India",Twitter for iPhone,0,0,0,0
32,marlon_obey,"RT @elmusicfeelings: ⛔️#WillSmith est banni des TOUTE CEREMONIE des OSCARS pendant 10 ans. La sanction est TOMBÉE. 
Il pourra être nommé et…",2022-04-09 07:56:37+00:00,Pluto,Twitter for iPhone,0,0,0,0
33,DhakaTribune,"The academy did not say, however, that Smith would be ineligible to be nominated for Oscars during this time.

Want… https://t.co/e5tR9xFM6m",2022-04-09 07:56:18+00:00,"Dhaka, Bangladesh",Twitter Web App,2,0,0,0
34,Stermygh,"Academy Bans Will Smith From Oscars for 10 Years via @townflexgh https://t.co/xWVsJXHpGZ

#WillSmith #academy #Oscars",2022-04-09 07:56:04+00:00,KASOA-GHANA,Twitter for Android,0,0,0,0
35,Chico_Grizzly,@willsmith 😭😭 don’t save her she don’t love you no more- wise words by J Cole… https://t.co/M27CukZWHR,2022-04-09 07:56:04+00:00,"Sandton, South Africa",Twitter for iPhone,0,0,0,0
36,ErwAmazing,RT @Mediavenir: 🎬 FLASH - Will Smith est interdit de toute cérémonie des Oscars pour 10 ans après sa gifle contre Chris Rock. (AFP) #WillSm…,2022-04-09 07:55:48+00:00,,Twitter for Android,0,0,0,0
37,naunayyy,RT @Mediavenir: 🎬 FLASH - Will Smith est interdit de toute cérémonie des Oscars pour 10 ans après sa gifle contre Chris Rock. (AFP) #WillSm…,2022-04-09 07:55:43+00:00,,Twitter for iPhone,0,0,0,0
38,stabberwest,RT @joudanon: .@willsmith leave her man.,2022-04-09 07:55:34+00:00,Jeddah/Karachi,Twitter for iPhone,0,0,0,0
39,EkweFranck,RT @Mediavenir: 🎬 FLASH - Will Smith est interdit de toute cérémonie des Oscars pour 10 ans après sa gifle contre Chris Rock. (AFP) #WillSm…,2022-04-09 07:55:27+00:00,"Littoral, Cameroon",Twitter for iPhone,0,0,0,0
