,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,PCUE631,"RT @GothamApes: SOLD #005 The Tombhead and #012 The Artist at @tombheads.  Thank you ChrisRock and Zaben.  Welcome to the squad 👊

Two of m…",2022-03-27 23:58:33+00:00,Somewhere,Twitter for iPhone,0,0,0,0
1,DizzyTheFarmer,"RT @GothamApes: SOLD #005 The Tombhead and #012 The Artist at @tombheads.  Thank you ChrisRock and Zaben.  Welcome to the squad 👊

Two of m…",2022-03-27 23:41:41+00:00,The Real South,Twitter for iPhone,0,0,0,0
2,GothamApes,SOLD #005 The Tombhead and #012 The Artist at @tombheads.  Thank you ChrisRock and Zaben.  Welcome to the squad 👊… https://t.co/G6qPvmXOI5,2022-03-27 23:30:41+00:00,Gotham City,Twitter Web App,19,0,2,5
3,CAMGIRL_movie,RT @joshstolberg: A little @Saw #BTS with @darren_bousman &amp; @marisolnichols &amp; @chrisrock.  #spiral #screenwriting #HorrorCommunity https://…,2022-03-27 23:27:30+00:00,"Los Angeles, CA",Twitter for iPhone,0,0,0,0
4,jasongeraci,@jcobb1058 Yup. It was so bad that both @chrisrock and @DaveChappelle were on SNL!!!,2022-03-27 23:03:55+00:00,"ÜT: 35.70615,-86.970792",Twitter for iPhone,0,0,0,0
