,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,damnratez,@KevinHart4real @chrisrock deer infomous https://t.co/FN4sbsg2t6,2022-04-10 21:57:54+00:00,Sailacross It's Firebizar🙄🎶,Twitter for Android,0,0,0,0
1,djBESWOLF,#wolfliveapp #wolflive #wolflovers #music #livemusicshow #livedjshow #reggae #reggaemusic #reggeamusic #reggea… https://t.co/O0i25HH3AU,2022-04-10 21:57:53+00:00,"London, England",Twitter for iPhone,0,0,0,0
2,_Dani_Danis_,RT @hotvickkrishna: The Oscars Meeting about Will Smith #WillSmith #Oscars #ban #comedy #skit #ChrisRock #slap https://t.co/KqiQhhBjVY,2022-04-10 21:56:46+00:00,Schweiz,Tweetbot for iΟS,0,0,0,0
3,MsAnalytical15,"📣 New Podcast! ""Janet Hubert 'Original Aunt Viv' Stands With Will Smith Amid Oscar's Slap Scandal"" on @Spreaker… https://t.co/V05ulztFxM",2022-04-10 21:56:43+00:00,,Spreaker,1,0,0,0
4,okuleygodfryd,"Let's be honest, before @chrisrock got slapped,had anyone asked me if I knew alopecia I would have said ""who is she… https://t.co/7MQjQGQxQn",2022-04-10 21:56:35+00:00,"Accra, Ghana",Twitter for iPhone,0,0,0,0
5,BonadonnaMarco,RT @pirata_21: #WillSmith bandito per 10 anni dagli #Oscar per lo schiaffo a #ChrisRock. Insomma negli Usa se non usi la pistola sono irrep…,2022-04-10 21:55:40+00:00,Rome,Twitter for Android,0,0,0,0
6,glohtraveler,"RT @glohtraveler: @chrisrock of and never mind Jada-she too helps your cause by continuously throwing her husband under the bus!!!
#ChrisRo…",2022-04-10 21:53:37+00:00,"Manhattan, NYC",Twitter for iPhone,0,0,0,0
7,Jonti44291277,@ofthesun1 @kdinos79 @ReillyRick @chrisrock A human who made a mistake dies that! No one said Will wasn’t out of li… https://t.co/lakdnPqu14,2022-04-10 21:53:32+00:00,,Twitter for iPhone,1,0,2,0
8,glohtraveler,RT @glohtraveler: @chrisrock Whao Chris!! You are our hero. What an example you are to the world. Right now you can walk on water so the Os…,2022-04-10 21:53:32+00:00,"Manhattan, NYC",Twitter for iPhone,0,0,0,0
9,lionofgold1,"RT @lionofgold1: @Angshield @JoyAnnReid @rgay @chrisrock Good and Evil exist. The Lord Almighty says, ""If you are not with me, you are agai…",2022-04-10 21:53:13+00:00,,Twitter for Android,0,0,0,0
10,TheColdIron1,@AdonisTurner13 @AdamSandler @chrisrock Just say you don't stand up for anything when other people say the N-word a… https://t.co/BYjdEI0ScZ,2022-04-10 21:52:51+00:00,,Twitter for Android,0,0,1,0
11,WebMediums,"Will Smith queda vetado por 10 años de los Oscar
La decisión la tomó la #Academia de las Artes y #Ciencias Cinemato… https://t.co/1An1YqhBnM",2022-04-10 21:52:46+00:00,,WebMediums,0,0,0,0
12,lionofgold1,"@Angshield @JoyAnnReid @rgay @chrisrock Good and Evil exist. The Lord Almighty says, ""If you are not with me, you a… https://t.co/sv5kOB7Do6",2022-04-10 21:49:50+00:00,,Twitter for Android,1,0,1,1
13,BlazeMeister78,"@overstreet_anne @TMZ @chrisrock Please don't paint @chrisrock as the victim.
He isn’t. 
His ""joke"" was crass, unfu… https://t.co/GaLeI7QY9o",2022-04-10 21:49:20+00:00,Wigan,Twitter Web App,0,0,0,0
14,Jonti44291277,@TerriTheresaTes @kdinos79 @ReillyRick @chrisrock And I forgot to answer your question. No I haven’t talked to Chri… https://t.co/leretPBYiy,2022-04-10 21:47:38+00:00,,Twitter for iPhone,0,0,0,0
15,YornenMyne,@screenrant Maybe compassion and empathy should be on the side of @chrisrock! Will Smith committed an act of violen… https://t.co/sQ8Hb8IXE4,2022-04-10 21:47:37+00:00,,Twitter for Android,0,0,0,0
16,msnlatino,@chrisrock no hablará de la bofetada de los Oscar ¡hasta que le paguen! https://t.co/r8Pcb7qN1O,2022-04-10 21:46:30+00:00,"Bellevue, WA",OxfordBlue-Twitter,0,0,0,0
17,YornenMyne,@hecxtreme @screenrant Maybe compassion and empathy should be on the side of @chrisrock! Will Smith committed an ac… https://t.co/ImJa5ltCP7,2022-04-10 21:46:24+00:00,,Twitter for Android,0,0,0,0
