,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,jaychizzy23cc,"You don’t have to blame women for the choice, for a scene like this fragile man  will never ever. Will showing off… https://t.co/0YBo0wLjMA",2022-03-28 07:58:20+00:00,"Abuja, Nigeria",Twitter for iPhone,1,0,0,0
1,sunnyhansum,#JadaSmith #Jada #WillSmith #Oscars2022 #Oscars https://t.co/narCyMY7Oz,2022-03-28 07:55:44+00:00,anywhere but here,Twitter Web App,0,0,0,0
2,IanBaruch,@confidencenac This is a guy that laughed at the Hollywood rapes &amp; knows full well that #JadaSmith has been helping… https://t.co/taGYE4a9le,2022-03-28 07:55:11+00:00,The 2nd Garden of England,Twitter for Android,2,0,1,1
3,lordeonika,#Oscars #Oscars2022 #Oscar #WillAndChris #ChrisRock #JadaSmith https://t.co/uUbl4KwUyr,2022-03-28 07:54:32+00:00,Onika's closet,Twitter for Android,0,0,0,0
4,baconli,"RT @TW_nextmedia: 奧斯卡｜威爾史密斯不爽很久了！　克里斯6年前就曾開酸潔達
#蘋果新聞網 #appledailytw #appledaily #奧斯卡金像獎 #ChrisRock #WillSmith #Oscars2022 #蘋果娛樂 #威爾史密斯 #Jad…",2022-03-28 07:50:43+00:00,,Twitter Web App,0,0,0,0
5,BooGhostxx,#yesss #king #Oscars #AlopeciaAreata #alopeciaawareness #Alopecia #AcademyAwards #whatjusthappened #Oscars2022… https://t.co/Fbg4oTIMy1,2022-03-28 07:48:11+00:00,"Colorado, USA",Twitter for Android,1,0,0,0
6,mollswhitee,Congratulations to Will Smith for winning the biggest bitch award!! 🤡 #WillSmith #JadaPinkettSmith #JadaSmith,2022-03-28 07:46:43+00:00,,Twitter for iPhone,2,0,0,0
7,latestly,‘GI Jane’ Joke Explained! #DemiMoore’s 1997 Movie Trends on Twitter Following #WillSmith-#ChrisRock Slap Controvers… https://t.co/qmwx9MMhel,2022-03-28 07:46:12+00:00,"Mumbai, India",Twitter Web App,0,1,0,0
8,adsparkx,"Was the #WillAndChris controversy staged?

#Oscars #willsmithchrisrock #whatjusthappened #JadaSmith #WillSmith",2022-03-28 07:44:06+00:00,,TweetDeck Web App,0,0,0,0
9,IanBaruch,"@JaneWinward @GBNEWS @EamonnHolmes All the pathetic wasters, crawling up #chrisrocks  backside. This is a guy that… https://t.co/SqhTFNAZDI",2022-03-28 07:43:02+00:00,The 2nd Garden of England,Twitter for Android,1,0,1,0
10,einusschatz,@ReginadelC JadaSmith no necesita que la comparen con Demi Moore . Ya quisieras tu que te comparen con alguna de la… https://t.co/3F8l6Zc5wz,2022-03-28 07:42:21+00:00,"Helsinki, Finlandia",Twitter for Android,15,0,1,0
11,westcoastjoseph,"Idk man I know a thing or two about this. Sounds good in theory, but until it happens to you. I suppose perspective… https://t.co/FZ2xF01xRX",2022-03-28 07:42:11+00:00,,Twitter for iPhone,0,0,0,0
12,TW_nextmedia,"威爾史密斯揍完人「台下偷哭」！丹佐華盛頓出手了　急拉一旁說這讓他冷靜
#蘋果新聞網 #appledailytw #appledaily #奧斯卡金像獎 #ChrisRock #WillSmith #Oscars2022 #蘋果娛樂… https://t.co/jy7uyqiBh6",2022-03-28 07:40:09+00:00,"Taipei, Taiwan ROC",TweetDeck,38,0,2,3
13,ArtTimshel,Oscars are such a special celebration of film making and today is the first time I am sad. The tears in my eyes are… https://t.co/PNDIt0TGvf,2022-03-28 07:37:33+00:00,,Twitter for iPhone,0,0,0,0
14,TJFrancisFit,I think the fact that Chris rock made a joke about Wilson his wife was insensitive and that Will Smith was just try… https://t.co/jhfhaPJhZB,2022-03-28 07:36:19+00:00,"Connecticut, USA",Twitter for iPhone,0,0,0,0
15,j1407bsuper,"If this didn't happen i wouldn't even know about oscar today😅.
#arrestwillsmith #WillSmith #WillAndChris #Oscar… https://t.co/JsIahzKjCL",2022-03-28 07:35:29+00:00," Rajasthan, India",Twitter for Android,0,0,0,0
16,SIbc24,RT @IBC24News: ऑस्कर समारोह में #WillSmith ने #Chrisrock को जड़ा थप्पड़...स्मिथ ने #Jadasmith's के हेयरस्टाइल का उड़ाया था मज़ाक https://t.…,2022-03-28 07:35:08+00:00,,Twitter for Android,0,0,0,0
17,mimisdaughter,Would #ChrisRock  joke about a famous ⚪ woman who is suffering from an autoimmune disease? I don't think so! Why do… https://t.co/WpfzuNz9yK,2022-03-28 07:34:45+00:00,,Twitter for Android,6,0,0,2
18,hami499,If Joru ka ghulam gets a remake in Hollywood.. #WillSmith  and #JadaSmith would get the lead roles..the guy literal… https://t.co/tRO8uEnlc0,2022-03-28 07:34:27+00:00,"Melbourne, Australia",Twitter for iPhone,0,0,0,0
19,Sergio2Henrique,"Tá, mas será que eu vejo a #JadaSmith no filme G.I. Jane 2 este ano?

#WillSmith #tapa #Canevim #ChrisRock… https://t.co/VM26ujN0Fz",2022-03-28 07:33:55+00:00,Rio de Janeiro,Twitter Web App,0,0,0,0
20,a7med_zak1,"Indeed he would.

You can make a jokes and let everyone laughs, but do not turn that jokes to insults.… https://t.co/OTpIz7zk41",2022-03-28 07:33:09+00:00,"Oman, Ma'bella City",Twitter for iPhone,0,0,0,0
21,OchapabloC,With facts will her prayers be answered? #Jada #JadaPinkettSmith #JadaSmith #itspablosway https://t.co/unJbDyQ19w,2022-03-28 07:32:43+00:00,"Lagos, Nigeria",Twitter for Android,0,0,2,0
22,CryptoThrawn,I find it puzzling that people assume that he knew about her condition before he made that joke.  I doubt he would… https://t.co/CCCPl43WLg,2022-03-28 07:30:18+00:00,,Twitter for Android,0,0,0,0
23,MyBloggerLife,But she’s NOT embarrassed about having affairs ? I call BS! #JadaSmith #willsmithchrisrock #WillSmith… https://t.co/eKIL05iEn6,2022-03-28 07:28:09+00:00,"Los Angeles, CA",Twitter for iPhone,1,0,0,0
24,tomate_sone,"RT @TW_nextmedia: 威爾史密斯怒甩頒獎人巴掌！衛福部疾呼：幽默，永不建立在侮辱取笑別人上
#蘋果新聞網 #appledailytw #appledaily #奧斯卡金像獎 #ChrisRock #WillSmith #Oscars2022 #蘋果娛樂 #威爾史密…",2022-03-28 07:27:40+00:00,,Twitter for iPhone,0,0,0,0
25,drl_mkd,RT @Jaackk__11: Will smith il est arrivé comme ça quand il a entendu la blague sur jada #WillSmith #jadasmith https://t.co/1M5QeKUhR8,2022-03-28 07:27:32+00:00,,Twitter for iPhone,0,0,0,0
26,ct24news,JUST IN: Will Smith hits Chris Rock at the Oscars after the latter made a joke about Jada Smith's haircut.… https://t.co/gLVJSgngwT,2022-03-28 07:25:32+00:00,"Glasgow, Scotland",Twitter for iPhone,0,0,0,0
