,user,text,time,location,source,like_count,quote_count,reply_count,retweet_count
0,Lollisol_a,Guess it is the best time to sell this one following yesterday’s events @jadasmith you are welcome in DMs https://t.co/EKF4AgTLds,2022-03-28 19:58:40+00:00,,Twitter for iPhone,0,0,0,0
1,MarySmithson18,He exploded #willsmith #jadasmith #oscars,2022-03-28 19:57:32+00:00,where the money reside,Twitter for Android,0,0,0,0
2,imnotkxrin,RT @abc_gente: #ChrisRock y #JadaSmith formaron parte del reparto de las películas 'Madagascar' y la química habría surgido entre ellos htt…,2022-03-28 19:53:50+00:00,a tale of thousand stars,Twitter for Android,0,0,0,0
3,flowerpie248,@JeanJon18433757 @DoppRobin @DrEricDing @JadaSmith @jadapsmith Race obsession. No one cares about bk hair.,2022-03-28 19:53:44+00:00,,Twitter Web App,0,0,0,0
4,flowerpie248,@DoppRobin @DrEricDing @JadaSmith @jadapsmith No wonder their kids are so immoral and perverted. Wonder how Jada's bf feels about it?,2022-03-28 19:53:09+00:00,,Twitter Web App,0,0,0,0
5,PopViewers,"RT @RolondaWatts: What was that last night?  #Entertainment Reporter Chris Witherspoon of ⁦@PopViewers⁩ discuss the good, bad &amp; ugly of the…",2022-03-28 19:52:39+00:00,,Twitter for iPhone,0,0,0,0
6,KikeCard2,"Cuál es la condición médica que tiene #JadaSmith? Alopecia.
Es una afección autoinmune en la que las células inmuni… https://t.co/Wh8Amhxytr",2022-03-28 19:51:34+00:00,"Zapopan, Jalisco",Twitter for Android,1,1,0,0
7,RolondaWatts,"What was that last night?  #Entertainment Reporter Chris Witherspoon of ⁦@PopViewers⁩ discuss the good, bad &amp; ugly… https://t.co/FDQZladOLL",2022-03-28 19:51:29+00:00,"Los Angeles, CA",Twitter for iPhone,2,0,1,1
8,lopesvmoficial,"#jadasmith 
#WillSmith",2022-03-28 19:50:50+00:00,Brasil,Twitter Web App,0,0,0,0
9,beendopecirca89,Dark Night of Joker Oversized Crewneck Graphic T-Shirt https://t.co/OFC7mXNeiV #green #streetwear #shortsleeve… https://t.co/hBS97XcMzz,2022-03-28 19:49:14+00:00,"Los Angeles, CA",Etsy,0,0,0,0
10,BlessedIsM,"Alopecia is no joke. There are some conditions, especially amongst Black women like CCCA that are often self-induce… https://t.co/ZPnlQT0OC0",2022-03-28 19:48:49+00:00,UK,Twitter for Android,2,0,0,1
11,normantorregros,Se reporta que el comediante #chrisrock no levantaría cargos en contra de #willsmith tras el incidente de la noche… https://t.co/HdGw1LXET9,2022-03-28 19:46:46+00:00,"Distrito Federal, México",Twitter for iPhone,0,0,0,0
12,MixedupGenY,"Will Smith doesn't need to worry about what other people are saying about his wife, he should focus more on what sh… https://t.co/OsTUN8AYgC",2022-03-28 19:44:14+00:00,,Twitter for Android,0,0,0,0
13,RimaKamel6,RT @ISMONA_MATOI: Nicole 😭😭😭😭Sa réaction est insane #Oscars #Oscars2022 #WillAndChris #jadasmith #jada #WillSmith https://t.co/ZdMYqqzxmd,2022-03-28 19:41:15+00:00,Alger ,Twitter for iPhone,0,0,0,0
14,FL_Hooleyman,From no class like @RealWillSmithFP to high class like @ladygaga and #LizaMinelli #Oscars #Oscar #Oscar2022… https://t.co/n2mVoOE8fc,2022-03-28 19:34:20+00:00,"Tampa, FL",Twitter for iPad,6,1,0,0
15,italambd20,"@cornskiii Hello everyone,
Do you want to grow your youtube channel promotion in organic way then checkout this lin… https://t.co/eyFVTTvwtm",2022-03-28 19:34:14+00:00,"Saraker bazar,kanaighat,sylhet",Twitter Web App,0,0,0,0
16,italambd20,"@wowthatshiphop Hello everyone,
Do you want to grow your youtube channel promotion in organic way then checkout thi… https://t.co/LLkuAGZ3hn",2022-03-28 19:33:58+00:00,"Saraker bazar,kanaighat,sylhet",Twitter Web App,0,0,0,0
17,italambd20,"@SpeakerPelosi @GovRonDeSantis Hello everyone,
Do you want to grow your youtube channel promotion in organic way th… https://t.co/HCCZKyPMAT",2022-03-28 19:32:06+00:00,"Saraker bazar,kanaighat,sylhet",Twitter Web App,0,0,0,0
18,italambd20,"@HillaryClinton Hello everyone,
Do you want to grow your youtube channel promotion in organic way then checkout thi… https://t.co/ygeS1SFi6G",2022-03-28 19:31:43+00:00,"Saraker bazar,kanaighat,sylhet",Twitter Web App,0,0,0,0
